Date,Sentiment
2018-09-14,0.44971362
2018-09-17,0.436787
2018-09-19,0.4936483
2018-09-20,0.8607178
2018-09-21,-0.28284633
2018-09-24,0.8867096
2018-09-26,0.47400603
2018-09-27,0.6164682
2018-09-28,0.30917692
2018-10-01,0.47763658
2018-10-02,0.80478376
2018-10-03,0.72300994
2018-10-04,0.7556011
2018-10-08,0.8266567
2018-10-09,0.46471274
2018-10-10,0.57228565
2018-10-11,0.6084049
2018-10-12,0.3514414
2018-10-15,0.5176207
2018-10-16,0.029005509
2018-10-17,0.46916193
2018-10-18,0.44164205
2018-10-19,0.56099975
2018-10-22,0.4831565
2018-10-23,0.22015882
2018-10-24,0.2968469
2018-10-25,0.18611239
2018-10-26,0.3249656
2018-10-29,0.21459727
2018-10-30,-0.25773117
2018-10-31,0.6072776
2018-11-01,0.8885296
2018-11-02,0.783746
2018-11-05,0.74680406
2018-11-06,0.38507238
2018-11-07,0.34909612
2018-11-08,0.8427315
2018-11-12,0.5060313
2018-11-13,0.2495588
2018-11-14,0.5609111
2018-11-15,0.464781
2018-11-16,0.89602464
2018-11-19,0.5213583
2018-11-20,0.40642408
2018-11-21,0.057747286
2018-11-23,0.025522295
2018-11-26,0.7386151
2018-11-27,0.6612024
2018-11-28,0.33330745
2018-11-29,0.19856408
2018-11-30,0.8319262
2018-12-03,0.29481173
2018-12-04,0.30034405
2018-12-06,0.70410246
2018-12-07,0.047223
2018-12-10,0.25503945
2018-12-11,0.28663728
2018-12-12,0.34800392
2018-12-13,0.4674446
2018-12-14,0.37458977
2018-12-17,-0.02253369
2018-12-18,0.423892
2018-12-19,-0.1911355
2018-12-20,0.25486895
2018-12-21,0.54017574
2018-12-24,-0.3703484
2018-12-26,0.34040993
2018-12-27,0.42880192
2018-12-28,0.6367794
2018-12-31,0.34673142
2019-01-02,0.4065555
2019-01-03,0.42613155
2019-01-04,0.02798387
2019-01-07,0.86237174
2019-01-08,0.1032475
2019-01-09,0.15384145
2019-01-10,0.80070186
2019-01-11,0.023325652
2019-01-14,0.6561247
2019-01-15,0.025076408
2019-01-16,0.097270146
2019-01-17,0.61889666
2019-01-18,0.15925142
2019-01-22,0.75289345
2019-01-23,0.8029511
2019-01-24,0.013167421
2019-01-25,0.89944047
2019-01-28,0.7688662
2019-01-29,0.7008945
2019-01-30,0.5696209
2019-01-31,-0.069985785
2019-02-01,0.6935168
2019-02-04,0.4890638
2019-02-05,0.55359864
2019-02-06,0.8393538
2019-02-07,-0.5179375
2019-02-08,0.59214777
2019-02-11,-0.42389593
2019-02-12,0.38234234
2019-02-13,0.48874578
