Ticker,Date,Open,High,Low,Close,Volume,Sentiment,label_up_next
QQQ,2015-01-02,95.7833,96.1811,94.5548,95.0215,33920142,0.56940377,0.0
QQQ,2015-01-05,94.6011,94.7069,93.3638,93.6168,39552414,0.71514046,0.0
QQQ,2015-01-06,93.7599,93.9255,91.9571,92.3698,71694249,0.39499432,1.0
QQQ,2015-01-07,92.9902,93.7795,92.7642,93.5619,40703138,-0.29762694,1.0
QQQ,2015-01-08,94.3568,95.547,94.252,95.3706,43549097,-0.24286135,0.0
QQQ,2015-01-09,95.6598,95.6891,94.1638,94.7157,44853091,0.6487103,0.0
QQQ,2015-01-12,94.9068,95.0118,93.4961,93.7313,36963137,0.6887742,0.0
QQQ,2015-01-13,94.6491,95.6598,92.9619,93.7029,60823751,0.55215496,0.0
QQQ,2015-01-14,92.7737,93.6638,92.3698,93.1944,55558886,0.6059197,0.0
QQQ,2015-01-15,93.552,93.7698,91.8758,91.9846,55148068,0.85983354,1.0
QQQ,2015-01-16,91.866,93.1844,91.7159,93.063,38298756,0.53591913,1.0
QQQ,2015-01-20,93.6168,94.0414,92.5775,93.7991,30232622,0.847225,1.0
QQQ,2015-01-21,93.5238,94.7157,93.1944,94.2815,37379828,0.2648697,1.0
QQQ,2015-01-22,94.6491,96.1233,93.8225,96.0275,37388602,0.74006975,1.0
QQQ,2015-01-23,96.0177,96.5304,95.744,96.2295,34932731,-0.62302214,0.0
QQQ,2015-01-26,96.1233,96.2931,95.65,96.1233,21600589,0.77476126,0.0
QQQ,2015-01-27,94.6109,94.6678,93.3255,93.6246,48977402,-0.09624462,0.0
QQQ,2015-01-28,95.1501,95.2548,93.1385,93.1579,46345287,0.823136,1.0
QQQ,2015-01-29,93.0804,94.2227,92.2691,94.0501,50371992,0.41022542,0.0
QQQ,2015-01-30,93.9707,94.6873,93.1944,93.3255,46503466,0.59009373,1.0
QQQ,2015-02-02,93.5324,94.2129,92.0777,94.1256,47242827,0.3644032,1.0
QQQ,2015-02-03,94.4785,95.1109,93.8588,95.0453,33308485,0.38814104,0.0
QQQ,2015-02-04,94.6491,95.5941,94.4412,94.955,36896502,0.50863254,1.0
QQQ,2015-02-05,95.2059,95.842,94.955,95.7833,25563574,0.50211406,0.0
QQQ,2015-02-06,95.9206,96.152,94.851,95.2059,37015951,0.5417961,0.0
QQQ,2015-02-09,94.8216,95.3607,94.659,94.8883,24482889,0.41752848,1.0
QQQ,2015-02-10,95.4283,96.5017,95.2843,96.3616,25655624,0.5331323,1.0
QQQ,2015-02-11,96.4822,96.947,96.2842,96.7254,21940092,0.3636222,1.0
QQQ,2015-02-12,97.3361,97.8645,97.2107,97.8254,24390165,0.810536,1.0
QQQ,2015-02-13,98.1194,98.7169,97.9233,98.6973,31445921,0.6278216,1.0
QQQ,2015-02-17,98.6973,98.855,98.4427,98.7859,19144600,0.71154547,1.0
QQQ,2015-02-18,98.6675,98.9827,98.541,98.9333,16391482,0.80011207,1.0
QQQ,2015-02-19,98.865,99.4622,98.8354,99.3937,21471910,0.64086926,1.0
QQQ,2015-02-20,99.3347,100.109,99.0312,100.05,30696080,0.76381874,1.0
QQQ,2015-02-23,100.001,100.189,99.7862,100.159,19348280,,1.0
QQQ,2015-02-24,100.031,100.364,99.7273,100.239,21375995,0.7610078,0.0
QQQ,2015-02-25,100.08,100.471,99.7663,99.981,21091793,0.60462147,1.0
QQQ,2015-02-26,100.08,100.551,99.8151,100.491,24086097,0.6139674,0.0
QQQ,2015-02-27,100.451,100.521,99.8931,100.041,30062647,,1.0
QQQ,2015-03-02,100.249,101.013,100.229,100.973,24904081,0.8259607,0.0
QQQ,2015-03-03,100.666,100.766,99.8541,100.481,22521095,-0.9183885,0.0
QQQ,2015-03-04,100.149,100.305,99.5506,100.09,22757800,0.7730842,1.0
QQQ,2015-03-05,100.364,100.571,99.8641,100.277,16662591,0.418485,0.0
QQQ,2015-03-06,100.139,100.344,98.9134,99.1496,33572509,0.16538669,1.0
QQQ,2015-03-09,99.3447,99.668,98.953,99.4236,28423257,0.49563822,0.0
QQQ,2015-03-10,98.7366,98.7564,97.5801,97.5801,37086914,-0.0052392334,0.0
QQQ,2015-03-11,97.6782,97.8351,96.9959,97.0352,27581081,0.84749156,1.0
QQQ,2015-03-12,96.9568,97.7566,96.898,97.3162,23268197,0.7326316,0.0
QQQ,2015-03-13,97.5998,97.9429,96.6273,97.2486,45522426,0.75935215,1.0
QQQ,2015-03-16,97.5901,98.541,97.4801,98.5018,27813238,0.48910618,1.0
QQQ,2015-03-17,98.2175,98.8154,97.9819,98.6577,21237249,-0.05197788,1.0
QQQ,2015-03-18,98.3835,100.05,97.8545,99.6093,44006861,0.18633367,1.0
QQQ,2015-03-19,99.7074,100.031,99.5606,99.7563,33923181,0.5915932,1.0
QQQ,2015-03-20,100.581,100.915,100.394,100.412,23879539,,0.0
QQQ,2015-03-23,100.354,100.628,100.169,100.209,18664428,0.24615197,0.0
QQQ,2015-03-24,100.199,100.666,99.835,99.8541,24259594,0.78860885,0.0
QQQ,2015-03-25,100.001,100.09,97.5193,97.5605,44942705,0.7800633,0.0
QQQ,2015-03-26,96.7744,97.7761,96.4391,97.2486,51713928,0.5806611,1.0
QQQ,2015-03-27,97.2302,97.8351,97.0881,97.6096,36616910,0.68596154,1.0
QQQ,2015-03-30,98.2175,98.8451,98.2175,98.7564,33041288,0.7682498,0.0
QQQ,2015-03-31,98.4721,98.6874,97.6587,97.6782,32952658,,0.0
QQQ,2015-04-01,97.6782,97.6977,96.5595,97.2007,35635618,0.8321047,1.0
QQQ,2015-04-02,97.2883,97.5605,96.947,97.2585,20713370,0.81213355,1.0
QQQ,2015-04-06,96.6871,98.3256,96.5304,98.0411,26427645,0.6847402,0.0
QQQ,2015-04-07,97.9819,98.7366,97.8645,97.8645,20943786,0.9087848,1.0
QQQ,2015-04-08,97.9038,98.8154,97.894,98.6775,27957894,0.26431704,1.0
QQQ,2015-04-09,98.6577,99.315,98.2863,99.2752,24981475,0.40709648,1.0
QQQ,2015-04-10,99.2359,99.688,99.0312,99.678,18551807,,0.0
QQQ,2015-04-13,99.7563,100.268,99.3249,99.4335,19220953,0.20600156,0.0
QQQ,2015-04-14,99.4236,99.6193,98.5999,99.1596,25676033,0.5000574,1.0
QQQ,2015-04-15,99.4036,99.971,99.2852,99.7663,22823899,0.24366932,0.0
QQQ,2015-04-16,99.5021,99.8061,99.3647,99.6293,17504455,0.6690916,0.0
QQQ,2015-04-17,98.6973,98.9628,97.639,98.0702,50273932,0.43479374,1.0
QQQ,2015-04-20,98.5805,99.7174,98.541,99.5408,31285801,0.13396735,1.0
QQQ,2015-04-21,100.109,100.295,99.8541,99.962,24569708,0.30270362,1.0
QQQ,2015-04-22,100.229,100.686,99.5806,100.511,23153412,0.89917547,1.0
QQQ,2015-04-23,100.169,101.373,100.149,100.905,31855720,0.8884581,1.0
QQQ,2015-04-24,101.99,102.424,101.816,102.288,35135951,0.5996585,0.0
QQQ,2015-04-27,102.647,102.845,101.806,102.03,33637043,-0.3105334,0.0
QQQ,2015-04-28,102.108,102.298,100.954,101.825,39827969,0.020359732,0.0
