Ticker,Date,Open,High,Low,Close,Volume,Sentiment,label_up_next
QQQ,2015-04-29,101.266,101.854,100.609,101.187,36795898,0.6249913,0.0
QQQ,2015-04-30,100.591,101.013,99.0608,99.5706,47643824,0.4323792,1.0
QQQ,2015-05-01,99.962,100.963,99.942,100.895,35531752,0.10534089,1.0
QQQ,2015-05-04,101.236,101.699,101.013,101.071,25407444,0.34259218,0.0
QQQ,2015-05-05,100.658,100.845,99.3647,99.4036,51710689,0.3440432,0.0
QQQ,2015-05-06,99.5806,99.8641,98.0603,98.7366,46109906,0.64805317,1.0
QQQ,2015-05-07,98.7169,99.5903,98.6391,99.315,31702398,0.76761174,1.0
QQQ,2015-05-08,100.344,100.776,100.189,100.551,35692795,0.67380786,0.0
QQQ,2015-05-11,100.618,100.825,100.08,100.159,21270006,0.8276351,0.0
QQQ,2015-05-12,99.5706,100.219,98.8254,99.7074,36386384,0.7009462,1.0
QQQ,2015-05-13,100.139,100.666,99.7663,99.9121,22414825,0.3013203,1.0
QQQ,2015-05-14,100.736,101.482,100.364,101.403,25836540,0.60607696,1.0
QQQ,2015-05-15,101.689,101.796,101.147,101.403,25856516,0.17266952,1.0
QQQ,2015-05-18,101.236,102.05,101.157,101.845,19038541,0.5393391,0.0
QQQ,2015-05-19,101.96,102.118,101.571,101.728,15361717,0.5516581,1.0
QQQ,2015-05-20,101.806,102.414,101.266,101.796,22840026,0.33232948,1.0
QQQ,2015-05-21,101.63,102.463,101.472,102.326,18127577,0.35668746,0.0
QQQ,2015-05-22,102.198,102.568,102.148,102.218,14638531,0.4810226,0.0
QQQ,2015-05-26,102.01,102.148,100.618,101.041,27543979,0.52122205,1.0
QQQ,2015-05-27,101.354,102.766,101.127,102.657,33043991,0.58924985,0.0
QQQ,2015-05-28,102.472,102.707,102.138,102.444,18697894,0.7415442,0.0
QQQ,2015-05-29,102.385,102.511,101.6,101.835,32838954,0.009468482,1.0
QQQ,2015-06-01,102.385,102.453,101.344,102.178,26556356,0.5634244,0.0
QQQ,2015-06-02,101.796,102.356,101.295,101.854,21008369,0.2571499,1.0
QQQ,2015-06-03,102.316,102.529,101.912,102.158,22164935,0.5123566,0.0
QQQ,2015-06-04,101.591,102.228,101.051,101.383,33910710,0.61567926,0.0
QQQ,2015-06-05,101.266,101.501,100.491,101.137,24471981,0.7929806,0.0
QQQ,2015-06-08,101.09,101.167,99.8841,100.08,26533678,0.4885838,0.0
QQQ,2015-06-09,99.8541,100.286,99.1685,99.922,29781869,0.3924492,1.0
QQQ,2015-06-10,100.179,101.62,100.149,101.315,32745975,0.3944073,1.0
QQQ,2015-06-11,101.659,101.931,101.285,101.462,19015657,0.4868768,0.0
QQQ,2015-06-12,100.915,101.137,100.461,100.609,29399621,0.62590593,0.0
QQQ,2015-06-15,99.8641,100.268,99.2752,100.1,33764042,0.064724535,1.0
QQQ,2015-06-16,100.001,100.825,99.962,100.658,17787112,0.37032327,1.0
QQQ,2015-06-17,100.825,101.276,100.315,100.944,25179929,0.022908986,1.0
QQQ,2015-06-18,101.325,102.578,101.266,102.424,46510890,0.7381179,0.0
QQQ,2015-06-19,102.472,102.529,101.845,101.921,30061842,0.48930344,1.0
QQQ,2015-06-22,102.647,102.973,102.434,102.647,20619006,0.83043414,1.0
QQQ,2015-06-23,102.766,102.835,102.326,102.736,19548329,0.28492612,0.0
QQQ,2015-06-24,102.607,103.061,102.188,102.218,17055155,0.8416596,0.0
QQQ,2015-06-25,102.597,102.707,101.854,102.02,19762581,0.27961716,0.0
QQQ,2015-06-26,102.01,102.228,100.954,101.344,34843376,0.51105565,0.0
QQQ,2015-06-29,100.199,100.766,98.9134,98.953,54861200,0.8286581,1.0
QQQ,2015-06-30,99.668,99.8841,99.0025,99.2852,37537448,0.60122246,1.0
QQQ,2015-07-01,100.268,100.461,99.6093,100.06,22961306,0.73876697,1.0
QQQ,2015-07-02,100.364,100.442,99.7961,100.09,22105628,-0.3182676,0.0
QQQ,2015-07-06,99.4722,100.442,99.2556,99.8641,26215887,0.2567204,1.0
QQQ,2015-07-07,99.971,100.209,98.1291,100.109,47696395,0.42660362,0.0
QQQ,2015-07-08,99.4036,99.5208,98.1878,98.3739,42801418,0.4592467,0.0
QQQ,2015-07-09,99.678,99.7762,98.3157,98.3256,30604792,-0.0013333559,1.0
QQQ,2015-07-10,99.6293,100.189,99.2653,99.8251,28485608,-0.1358914,1.0
QQQ,2015-07-13,100.686,101.679,100.676,101.6,27800748,0.48836195,1.0
QQQ,2015-07-14,101.728,102.529,101.679,102.258,23699185,0.2873952,1.0
QQQ,2015-07-15,102.453,102.756,102.089,102.375,30870429,0.5198658,1.0
QQQ,2015-07-16,103.216,103.824,103.012,103.804,32176925,-0.056146145,1.0
QQQ,2015-07-17,104.629,105.325,104.451,105.325,38741843,0.16681121,1.0
QQQ,2015-07-20,105.561,106.051,105.215,105.685,28618463,0.67092854,0.0
QQQ,2015-07-21,105.715,105.883,105.315,105.627,38247957,-0.012388632,0.0
QQQ,2015-07-22,104.011,104.953,104.011,104.422,38362367,0.87927604,0.0
QQQ,2015-07-23,104.51,104.885,103.774,104.04,27711782,0.8759801,0.0
QQQ,2015-07-24,104.589,104.786,102.875,103.031,33261537,0.62484837,0.0
QQQ,2015-07-27,102.453,102.895,101.97,102.188,38815170,0.837455,1.0
QQQ,2015-07-28,102.617,103.255,101.825,103.061,36182477,0.6527026,1.0
QQQ,2015-07-29,103.274,103.677,102.885,103.454,28807174,0.31928557,1.0
QQQ,2015-07-30,103.216,104.108,102.568,103.944,27431191,0.66124034,0.0
QQQ,2015-07-31,104.267,104.306,103.619,103.814,23811913,0.24861415,0.0
QQQ,2015-08-03,103.834,104.118,102.805,103.502,26960797,0.36338893,0.0
QQQ,2015-08-04,103.454,103.647,102.875,103.294,23866475,0.099303104,1.0
QQQ,2015-08-05,103.874,104.786,103.746,104.089,31261295,0.6125662,0.0
QQQ,2015-08-06,104.188,104.315,101.98,102.434,45415111,0.8771446,0.0
QQQ,2015-08-07,102.188,102.529,101.462,102.307,32357981,0.2744709,1.0
QQQ,2015-08-10,102.955,103.687,102.945,103.473,23185385,0.80055547,0.0
QQQ,2015-08-11,102.925,103.314,101.591,102.158,38940010,0.4759174,1.0
QQQ,2015-08-12,101.442,102.687,100.354,102.491,45171104,0.3213962,0.0
QQQ,2015-08-13,102.578,103.089,102.118,102.336,24274310,0.51098084,1.0
QQQ,2015-08-14,102.098,102.617,101.894,102.481,19329404,0.61816204,1.0
QQQ,2015-08-17,102.238,103.364,101.99,103.334,22887974,0.5719262,0.0
QQQ,2015-08-18,103.206,103.274,102.657,102.805,15080039,,0.0
QQQ,2015-08-19,102.491,103.041,101.551,102.148,45842270,0.700227,0.0
QQQ,2015-08-20,101.197,101.521,99.2852,99.2952,62272088,0.35456422,0.0
QQQ,2015-08-21,97.8743,98.7464,94.9646,94.9646,105423647,0.26942906,0.0
QQQ,2015-08-24,87.3829,95.0912,78.5846,91.304,162648213,0.6417118,0.0
QQQ,2015-08-25,94.6491,95.2942,90.8877,90.9632,80971733,0.5108212,1.0
QQQ,2015-08-26,93.6089,95.744,91.7405,95.5568,112260852,0.27143225,1.0
QQQ,2015-08-27,96.9371,98.0115,95.7833,97.9429,74813679,,0.0
QQQ,2015-08-28,97.4311,98.2962,97.2399,97.9233,53831051,0.73481333,0.0
QQQ,2015-08-31,97.3949,97.9133,96.4919,96.7353,42648183,0.43526676,0.0
QQQ,2015-09-01,94.3087,95.7931,93.317,93.6933,78887602,0.4594735,1.0
QQQ,2015-09-02,95.4283,96.3616,94.2991,96.342,47408260,0.79620445,0.0
QQQ,2015-09-03,96.7353,97.3851,95.6235,95.8715,48667990,0.61172163,0.0
QQQ,2015-09-04,94.5548,95.399,94.1932,94.7343,53248738,-0.07187014,1.0
QQQ,2015-09-08,96.5497,97.5096,96.152,97.4047,40269547,0.75676394,0.0
QQQ,2015-09-09,98.5607,98.5901,96.0645,96.3028,50840878,0.5901901,1.0
QQQ,2015-09-10,96.1999,97.9819,96.0843,97.3557,51416869,0.08719449,1.0
QQQ,2015-09-11,96.9272,97.8743,96.6361,97.8743,31386597,0.64903075,0.0
QQQ,2015-09-14,98.2568,98.2766,97.2399,97.5901,21263865,0.44362798,1.0
QQQ,2015-09-15,97.8056,99.0704,97.4606,98.7663,32372434,0.2261093,1.0
QQQ,2015-09-16,98.7859,99.3937,98.4231,99.3051,33783889,-0.011492237,1.0
QQQ,2015-09-17,99.1961,100.816,98.9134,99.3447,60538638,0.32729053,0.0
QQQ,2015-09-18,97.7958,99.11,97.7467,97.9133,52048384,0.8467368,1.0
QQQ,2015-09-21,98.4721,99.0608,97.3461,98.2374,38481932,0.69141114,0.0
QQQ,2015-09-22,96.7353,97.0744,95.8715,96.7744,50946505,0.27162996,1.0
QQQ,2015-09-23,97.0352,97.2883,96.3322,96.849,23424294,0.37992188,0.0
QQQ,2015-09-24,95.9008,96.8586,95.0814,96.4919,41140758,0.41783655,0.0
QQQ,2015-09-25,97.5096,97.5998,95.0912,95.6891,48085472,0.26389447,0.0
QQQ,2015-09-28,95.2843,95.3511,92.6707,92.9521,47415793,,0.0
QQQ,2015-09-29,93.1765,94.1158,91.7982,92.4669,53050540,0.15040882,1.0
QQQ,2015-09-30,93.7795,94.6969,93.412,94.5923,44547801,0.013777729,1.0
QQQ,2015-10-01,94.7625,95.0453,93.4961,95.0353,42318553,0.7698766,1.0
QQQ,2015-10-02,93.6933,96.6871,93.4021,96.6871,63867404,0.48340106,1.0
QQQ,2015-10-05,97.3949,98.3356,97.1909,98.0603,35334987,-0.004225922,0.0
QQQ,2015-10-06,97.8154,98.1586,96.849,97.5998,35554742,0.2983498,1.0
QQQ,2015-10-07,98.2175,98.4033,96.947,98.1878,40221078,0.8816716,1.0
QQQ,2015-10-08,97.7958,98.7663,96.8783,98.5901,53989983,0.23156308,1.0
QQQ,2015-10-09,98.6391,99.2061,98.3551,99.041,25718308,0.9007219,1.0
QQQ,2015-10-12,99.2061,99.4523,98.8836,99.2653,17385352,0.6862499,0.0
QQQ,2015-10-13,98.7169,99.6975,98.541,98.6391,29044486,0.5591247,0.0
QQQ,2015-10-14,98.6391,99.1397,98.0507,98.4721,33243092,0.7173813,1.0
QQQ,2015-10-15,98.855,100.08,98.7169,100.07,41301656,0.4578948,1.0
QQQ,2015-10-16,100.295,100.551,99.8151,100.491,29142917,0.6218146,1.0
QQQ,2015-10-19,100.374,101.157,100.139,101.09,25576955,0.79271346,0.0
QQQ,2015-10-20,100.885,101.127,100.209,100.551,16061863,0.8236482,0.0
QQQ,2015-10-21,101.081,101.187,99.9021,99.942,32482116,0.8245914,1.0
QQQ,2015-10-22,100.835,102.089,100.541,102.01,46018658,0.65337783,1.0
QQQ,2015-10-23,104.717,105.255,104.178,104.835,57197938,0.33927852,1.0
QQQ,2015-10-26,104.757,105.098,104.354,104.905,27880970,0.5618061,1.0
QQQ,2015-10-27,104.609,105.255,104.579,105.108,33767942,0.63737077,1.0
QQQ,2015-10-28,105.265,105.963,104.412,105.963,45419580,0.54223377,0.0
QQQ,2015-10-29,105.514,105.973,105.394,105.814,26800176,0.3015709,0.0
QQQ,2015-10-30,105.863,106.022,105.315,105.345,29259205,0.8795737,1.0
QQQ,2015-11-02,105.627,106.668,105.404,106.53,23856546,0.59830827,1.0
QQQ,2015-11-03,106.314,107.295,106.149,106.902,21964733,0.2819644,1.0
QQQ,2015-11-04,107.265,107.345,106.471,106.912,30795509,0.07538241,0.0
QQQ,2015-11-05,107.001,107.265,106.051,106.628,26897745,0.23848854,1.0
QQQ,2015-11-06,106.422,106.817,105.735,106.698,32191340,0.83957016,0.0
QQQ,2015-11-09,106.294,106.441,104.924,105.58,36015431,0.49588785,0.0
QQQ,2015-11-10,105.009,105.404,104.687,105.295,38137158,0.7592657,0.0
QQQ,2015-11-11,105.6,106.079,105.001,105.167,24471739,0.6103087,0.0
QQQ,2015-11-12,104.707,105.245,104.07,104.148,33559574,0.66539484,0.0
QQQ,2015-11-13,103.707,103.824,102.069,102.128,56837674,0.8883368,1.0
QQQ,2015-11-16,102.03,103.609,101.786,103.589,36554212,0.46633297,1.0
QQQ,2015-11-17,103.746,104.373,103.384,103.647,32895412,0.42837176,1.0
QQQ,2015-11-18,104.05,105.715,103.962,105.627,35463197,0.7121193,1.0
QQQ,2015-11-19,105.675,106.169,105.504,105.695,28171524,0.6136244,1.0
QQQ,2015-11-20,106.179,106.501,106.079,106.412,24448826,0.49786642,0.0
QQQ,2015-11-23,106.461,106.836,105.657,106.089,22263572,0.009992795,0.0
QQQ,2015-11-24,105.434,106.256,104.895,105.993,28367631,0.67106396,1.0
QQQ,2015-11-25,106.129,106.294,105.873,106.089,15232337,0.49264708,1.0
QQQ,2015-11-27,106.324,106.471,105.883,106.246,9496504,0.71963656,0.0
QQQ,2015-11-30,106.53,106.568,105.647,105.963,26938192,0.65493625,1.0
QQQ,2015-12-01,106.402,107.04,106.276,107.04,30808528,-0.26305726,0.0
QQQ,2015-12-02,107.107,107.598,106.218,106.382,24084521,0.33259302,0.0
QQQ,2015-12-03,106.668,106.854,103.972,104.57,45987784,0.8366977,1.0
QQQ,2015-12-04,104.895,107.206,104.677,107.021,43069630,0.271967,0.0
QQQ,2015-12-07,107.098,107.167,106.013,106.539,27853106,0.58317363,1.0
QQQ,2015-12-08,105.454,106.892,105.394,106.549,33124813,0.6882211,0.0
QQQ,2015-12-09,106.051,106.668,104.296,104.943,52183172,0.79832697,1.0
QQQ,2015-12-10,105.177,106.099,104.865,105.414,32438437,0.37734428,0.0
QQQ,2015-12-11,104.198,104.461,102.935,103.003,60265192,0.55017555,1.0
QQQ,2015-12-14,103.176,103.814,101.699,103.764,57087913,0.10054977,1.0
QQQ,2015-12-15,104.658,105.295,104.277,104.392,52095821,0.47038904,1.0
QQQ,2015-12-16,105.098,106.109,104.001,105.923,48348061,0.2907302,0.0
QQQ,2015-12-17,106.392,106.412,104.382,104.402,49127537,0.47650942,0.0
QQQ,2015-12-18,104.03,104.306,102.501,102.501,43969381,0.6407701,1.0
QQQ,2015-12-21,103.384,103.58,102.607,103.56,28348095,-0.2180157,1.0
QQQ,2015-12-22,104.099,104.364,103.56,104.227,28463334,0.029553302,1.0
QQQ,2015-12-23,104.737,105.069,104.56,105.001,27515973,0.35939765,0.0
QQQ,2015-12-24,104.963,105.265,104.934,104.982,12312092,-0.052996863,0.0
QQQ,2015-12-28,104.717,104.943,103.982,104.924,20573665,0.5200376,1.0
QQQ,2015-12-29,105.58,106.807,105.494,106.568,29734649,,0.0
QQQ,2015-12-30,106.441,106.52,105.608,105.618,16831355,0.8483824,0.0
QQQ,2015-12-31,105.235,105.444,104.286,104.296,30032829,0.4938413,0.0
QQQ,2016-01-04,102.05,102.208,100.806,102.118,48522817,0.45172307,0.0
QQQ,2016-01-05,102.597,102.736,101.462,101.94,37018318,0.39845324,0.0
QQQ,2016-01-06,100.159,101.551,100.139,100.944,41545296,0.6997301,0.0
QQQ,2016-01-07,98.8154,100.031,97.7075,97.7664,62360455,0.6260767,0.0
QQQ,2016-01-08,98.5311,99.1198,96.8882,96.986,57773753,0.36312488,1.0
QQQ,2016-01-11,97.6879,97.9429,95.7931,97.2783,53648789,0.29743114,1.0
QQQ,2016-01-12,98.1878,98.9333,97.0546,98.4033,48918733,-0.06993403,0.0
QQQ,2016-01-13,98.855,99.0608,94.8687,95.0215,68987651,0.5133706,1.0
QQQ,2016-01-14,95.4089,97.8645,93.8677,97.0448,72344565,0.79623973,0.0
QQQ,2016-01-15,93.7698,95.0617,92.7853,94.0244,95389568,0.6363814,1.0
QQQ,2016-01-19,95.3116,95.4656,93.1286,94.2227,60662356,0.81977654,0.0
QQQ,2016-01-20,92.7582,94.955,90.6808,93.945,86350077,0.4298561,1.0
QQQ,2016-01-21,94.3473,95.4469,93.0719,94.0344,61647495,0.43876493,1.0
QQQ,2016-01-22,95.8813,96.8,95.6136,96.7645,40292919,0.47839093,0.0
QQQ,2016-01-25,96.4675,96.9666,95.2548,95.3411,35341248,0.6231675,1.0
QQQ,2016-01-26,95.7265,96.5893,94.8883,96.1811,32648199,0.8967814,0.0
QQQ,2016-01-27,95.6332,96.0275,93.3825,93.7795,50031722,0.69655156,1.0
QQQ,2016-01-28,95.302,95.399,93.4776,95.1205,48701947,0.9100335,1.0
QQQ,2016-01-29,95.1205,97.1371,95.0617,97.1075,46646734,0.4486684,1.0
QQQ,2016-02-01,96.6183,97.6977,96.2489,97.3461,27949104,-0.009490602,0.0
QQQ,2016-02-02,96.947,96.947,94.9646,95.2646,40667989,0.60752714,0.0
QQQ,2016-02-03,95.851,95.8715,93.1286,94.7923,64186124,0.19156201,0.0
QQQ,2016-02-04,94.4981,95.5373,93.6442,94.7824,47154390,0.87355137,0.0
QQQ,2016-02-05,94.4412,94.4785,91.1191,91.4904,62286786,0.40001264,0.0
QQQ,2016-02-08,89.821,90.4915,88.4339,90.1023,90831602,0.65331364,0.0
QQQ,2016-02-09,88.9172,91.1759,88.7483,89.8112,67114196,0.5467803,1.0
QQQ,2016-02-10,90.9121,92.0218,90.0927,90.1563,55385720,0.544814,0.0
QQQ,2016-02-11,89.0034,90.7433,88.7572,90.0289,73363013,0.46732447,1.0
QQQ,2016-02-12,91.0806,91.4904,90.1944,91.3965,48068616,0.41713503,1.0
QQQ,2016-02-16,92.7197,93.4482,92.1737,93.4482,36568857,0.11909667,1.0
QQQ,2016-02-17,94.1735,95.7166,93.8961,95.5861,39929882,0.10263538,0.0
QQQ,2016-02-18,95.8617,95.8813,94.3568,94.4785,33304532,,1.0
QQQ,2016-02-19,94.0784,95.0617,93.8225,94.7625,26284870,0.85567564,1.0
QQQ,2016-02-22,95.6235,96.3913,95.5666,96.2931,21860165,0.49140036,0.0
QQQ,2016-02-23,95.744,95.9988,94.6491,94.7157,26623618,0.6020043,1.0
QQQ,2016-02-24,93.6442,95.744,93.0285,95.6332,40612248,0.4105525,1.0
QQQ,2016-02-25,95.8127,96.5595,94.9646,96.5595,28980006,-0.61427575,0.0
QQQ,2016-02-26,97.2399,97.3065,96.2096,96.4391,27344781,0.6465168,0.0
QQQ,2016-02-29,96.3225,97.0744,95.5861,95.5861,25930075,0.8828924,1.0
QQQ,2016-03-01,96.4578,98.6479,96.1901,98.6479,35285863,0.4091614,1.0
QQQ,2016-03-02,98.4919,98.7071,97.894,98.6874,29807796,0.8392718,0.0
QQQ,2016-03-03,98.5706,98.6099,97.7664,98.4919,22559036,0.6081676,1.0
QQQ,2016-03-04,98.6198,99.1685,97.8545,98.5311,29581847,0.58260256,0.0
QQQ,2016-03-07,98.0016,98.5999,97.2302,97.9038,27026282,0.854162,0.0
QQQ,2016-03-08,97.2585,98.0901,96.947,97.1172,29905758,0.33126938,1.0
QQQ,2016-03-09,97.4899,97.7372,96.9371,97.7175,24120938,0.32511234,0.0
QQQ,2016-03-10,98.1878,98.7169,96.3225,97.5801,48258134,0.15168586,1.0
QQQ,2016-03-11,98.6577,99.2952,98.3356,99.2952,28929555,0.82659394,1.0
QQQ,2016-03-14,98.9333,99.688,98.9134,99.4622,27213552,0.84973997,0.0
QQQ,2016-03-15,99.1001,99.5308,98.8057,99.4236,28446582,0.89113307,1.0
QQQ,2016-03-16,99.1775,100.561,99.1685,100.305,33989498,0.061950684,0.0
QQQ,2016-03-17,100.001,100.471,99.6393,100.249,31770248,0.6601846,1.0
QQQ,2016-03-18,100.481,100.658,99.8741,100.412,40293263,0.010513883,1.0
QQQ,2016-03-21,100.209,100.895,100.169,100.796,18486466,,1.0
QQQ,2016-03-22,100.229,101.364,100.209,101.117,20145704,0.10145061,0.0
QQQ,2016-03-23,100.915,100.993,100.041,100.277,22361905,0.36628065,1.0
QQQ,2016-03-24,99.7563,100.335,99.6293,100.305,20334946,0.40962783,0.0
QQQ,2016-03-28,100.581,100.6,99.981,100.159,14315365,0.4857466,1.0
QQQ,2016-03-29,99.9909,101.854,99.8151,101.786,26610830,0.39175934,1.0
QQQ,2016-03-30,102.404,102.925,102.069,102.288,23653170,0.7518685,0.0
QQQ,2016-03-31,102.228,102.578,101.98,102.138,17990256,0.4388094,1.0
QQQ,2016-04-01,101.561,103.255,101.383,103.226,26472765,0.4652166,0.0
QQQ,2016-04-04,103.176,103.274,102.568,102.825,16593189,-0.6676792,0.0
QQQ,2016-04-05,102.02,102.424,101.699,101.835,18622383,0.47420445,1.0
QQQ,2016-04-06,101.95,103.551,101.94,103.512,23218612,0.33299986,0.0
QQQ,2016-04-07,102.925,103.089,101.591,102.02,27298081,0.12769075,0.0
