Ticker,Date,Open,High,Low,Close,Volume,Sentiment,label_up_next,pct_change,SMA5,SMA10,SMA20,EMA12,EMA26,MACD,RSI_14,ATR_14
QQQ,2015-03-25,100.001,100.09,97.5193,97.5605,44942705,0.78006315,0.0,-1.3829556087169206,-1.4227491631640874,-1.4317703862872706,-1.4309111304835753,-1.4323188591864064,-1.444860690309143,-0.04052856048561489,-1.0026607460552026,-0.9966300717434884
QQQ,2015-03-26,96.7744,97.7761,96.4391,97.2486,51713928,0.58066136,1.0,-0.2230944165778283,-1.4266141744558356,-1.431595126542976,-1.432146989231602,-1.434417789186379,-1.445592077367747,-0.061749300669608584,-1.116677423082255,-0.9931323051097947
QQQ,2015-03-27,97.2302,97.8351,97.0881,97.6096,36616910,0.6859615,1.0,0.18219669797432891,-1.4301288183072338,-1.4313541649264059,-1.433127030508712,-1.4357363480795617,-1.446046692842697,-0.07515427000542338,-0.9333901372707829,-1.003552437817302
QQQ,2015-03-30,98.2175,98.8451,98.2175,98.7564,33041288,0.7682498,0.0,0.6536320836671672,-1.4325070601009362,-1.4301158488886943,-1.4338438980128345,-1.4353988280719572,-1.4457605093412513,-0.0743157474372266,-0.40274194901708177,-1.0019115859132663
QQQ,2015-04-01,97.6782,97.6977,96.5595,97.2007,35635618,0.83210474,1.0,-0.9596274552136514,-1.4368512889150697,-1.4311844077139144,-1.4354028967939945,-1.4370846155317278,-1.4464547785654187,-0.08972811871544467,-1.0036615917114198,-0.9781159516232967
QQQ,2015-04-02,97.2883,97.5605,96.947,97.2585,20713370,0.81213367,1.0,-0.000676049517779456,-1.437345732686031,-1.4323335334600116,-1.4367346767617302,-1.4384378069787986,-1.4470619806130878,-0.10133768317558337,-0.9769776392242421,-0.9927013689046712
QQQ,2015-04-06,96.6871,98.3256,96.5304,98.0411,26427645,0.68474025,0.0,0.4364573335352024,-1.4360482270950155,-1.433621454411291,-1.4375814367232174,-1.4385911052754157,-1.447141648878956,-0.10248675806642187,-0.6207696945597864,-0.9788694703887164
QQQ,2015-04-07,97.9819,98.7366,97.8645,97.8645,20943786,0.90878475,1.0,-0.14122199233192653,-1.4356308969055518,-1.4351751394359245,-1.4385784636191559,-1.4389446065425884,-1.4473243084106622,-0.10515256975440487,-0.6931875314878774,-0.9874102852009616
QQQ,2015-04-08,97.9038,98.8154,97.894,98.6775,27957894,0.26431704,1.0,0.45175634799946013,-1.4357600744337928,-1.4364329196532974,-1.4387735709342118,-1.4382134903022825,-1.4469921369320686,-0.09894272947706292,-0.33237298162159645,-0.9935155451364873
QQQ,2015-04-09,98.6577,99.315,98.2863,99.2752,24981475,0.40709656,1.0,0.3197532092839364,-1.432363638662737,-1.4369083548265507,-1.438834901003168,-1.4368374487073217,-1.4463160253444722,-0.08803273461343969,-0.08768774434975173,-0.9973823846022434
QQQ,2015-04-13,99.7563,100.268,99.3249,99.4335,19220953,0.2060017,0.0,0.0579790105310766,-1.428802661173199,-1.4353701097419018,-1.438068936381849,-1.4354725082350739,-1.4455923873675567,-0.07801970923542499,-0.023483316925502946,-1.0018046878817939
QQQ,2015-04-14,99.4236,99.6193,98.5999,99.1596,25676033,0.50005716,1.0,-0.19714395543444024,-1.42697141826651,-1.4338006562679222,-1.437190974127867,-1.434664644380538,-1.4450912405860061,-0.07320564151224039,-0.16564600171028587,-1.0052948913965576
QQQ,2015-04-15,99.4036,99.971,99.2852,99.7663,22823899,0.24366958,0.0,0.32334990293542903,-1.4238577322942787,-1.4320294159187166,-1.4361784080769908,-1.433212257706608,-1.4442531209305984,-0.06359124938711803,0.0965190879445875,-1.0133543645660494
QQQ,2015-04-16,99.5021,99.8061,99.3647,99.6293,17504455,0.6690916,0.0,-0.11611093360828692,-1.4222994158002362,-1.4313125263648512,-1.435194523338686,-1.432156921384218,-1.4435615592340585,-0.057865892801481966,0.019169384882227542,-1.0294096556245191
QQQ,2015-04-17,98.6973,98.9628,97.639,98.0702,50273932,0.43479374,1.0,-0.953533111045709,-1.4242722791909919,-1.4305984291405576,-1.4353728930001521,-1.433239634284625,-1.4438825747379684,-0.06967148345293499,-0.7522727936532183,-1.0084360107217563
QQQ,2015-04-20,98.5805,99.7174,98.541,99.5408,31285801,0.13396746,1.0,0.8440747438994475,-1.424096604301508,-1.4287240368518797,-1.435007929496814,-1.4322922332827204,-1.4432730305381807,-0.06435934555593877,-0.11520766215425936,-0.9969088070364434
QQQ,2015-04-21,100.109,100.295,99.8541,99.962,24569708,0.30270353,1.0,0.2126586771050356,-1.4227828901232986,-1.4271464527712059,-1.4348621672641932,-1.430956842108861,-1.4424489233151518,-0.05633633284133721,0.044699678091939456,-1.0068923929557483
QQQ,2015-04-22,100.229,100.686,99.5806,100.511,23153412,0.8991754,1.0,0.2866090958311808,-1.4215636441755013,-1.424972952708994,-1.4345502683218656,-1.4291312035406571,-1.4413473443798908,-0.04498507575315721,0.24684877154485887,-1.0080268956387997
QQQ,2015-04-23,100.169,101.373,100.149,100.905,31855720,0.8884582,1.0,0.1943882499652585,-1.419475028550948,-1.4231435662028247,-1.4342626286453586,-1.4270871560820308,-1.4400844211219177,-0.03272713082119941,0.38769754269720175,-1.0063328509215632
QQQ,2015-04-24,101.99,102.424,101.816,102.288,35135951,0.59965837,0.0,0.7684370483154003,-1.4125695155139946,-1.4206692336929316,-1.4332567576559183,-1.4236050413990469,-1.4380622816426591,-0.00987099413215889,0.8261150936857226,-0.9979257799647323
QQQ,2015-04-27,102.647,102.845,101.806,102.03,33637043,-0.31053415,0.0,-0.18351630800733057,-1.4084941200349335,-1.418536797300892,-1.4314096232677747,-1.4209855739807762,-1.436349014619902,0.004389927568667407,0.6818303817158543,-1.0012389907819002
QQQ,2015-04-28,102.108,102.298,100.954,101.825,39827969,0.020360224,0.0,-0.15341907835223273,-1.4054439586266536,-1.416347775171355,-1.4295183097396615,-1.4190288773222743,-1.4348890604946445,0.012291558229285005,0.564475922402767,-0.9972498522351718
QQQ,2015-04-29,101.266,101.854,100.609,101.187,36795898,0.62499106,0.0,-0.4031028711872921,-1.404337190450595,-1.4151809920470835,-1.4280398583334315,-1.4181816838104129,-1.4339306457447516,0.010730584817770974,0.20743022684561338,-0.9958391061016081
QQQ,2015-04-30,100.591,101.013,99.0608,99.5706,47643824,0.43237886,1.0,-0.9726195848511551,-1.40652191153659,-1.4152292007958656,-1.4277033695049661,-1.4195131280468654,-1.4340399066117118,-0.00814636245392097,-0.5506083213071872,-0.9741150708135508
QQQ,2015-05-01,99.962,100.963,99.942,100.895,35531752,0.10534081,1.0,0.7446886746462713,-1.408802574360924,-1.4129092676858197,-1.4261766062047938,-1.4189614564992556,-1.4333244411002286,-0.010557930578842627,-0.03959003297699161,-0.9709421109705514
QQQ,2015-05-04,101.236,101.699,101.013,101.071,25407444,0.34259227,0.0,0.06676809882165495,-1.4103726789183801,-1.4116525551238712,-1.4246009937526631,-1.4182716304928842,-1.432553450378773,-0.01168546985423596,0.02325187691740522,-0.9816267840613512
QQQ,2015-05-05,100.658,100.845,99.3647,99.4036,51710689,0.34404296,0.0,-1.003294775246992,-1.4143370701336293,-1.4121111541923537,-1.4240379060238688,-1.4198008589927298,-1.432867698918592,-0.030484469655164537,-0.6600362601280022,-0.9706454026306123
QQQ,2015-05-06,99.5806,99.8641,98.0603,98.7366,46109906,0.6480531,1.0,-0.4291695352488811,-1.4183489410487393,-1.413568421719423,-1.4236774885499008,-1.4219400432288032,-1.4335699459880202,-0.052771296639514145,-0.8941774449747494,-0.9581897009444472
QQQ,2015-05-07,98.7169,99.5903,98.6391,99.315,31702398,0.7676116,1.0,0.30807423882168433,-1.4187674172999236,-1.4148742464308974,-1.4234140254841348,-1.423017174360115,-1.4338635298480154,-0.0649096042277668,-0.65368107235682,-0.9663751956092828
QQQ,2015-05-08,100.344,100.776,100.189,100.551,35692795,0.67380786,0.0,0.6944834134182427,-1.4193306247741309,-1.4163007983326779,-1.4228867687322848,-1.4223623351822932,-1.43337324174456,-0.062291028371749615,-0.188548946869442,-0.9621658825743099
QQQ,2015-05-11,100.618,100.825,100.08,100.159,21270006,0.8276351,0.0,-0.26424626210452473,-1.4208237794731924,-1.4178374008705197,-1.4225869374315578,-1.4223049824580418,-1.4331609808287673,-0.06464699821768415,-0.3449597713509893,-0.9748442350087207
QQQ,2015-05-12,99.5706,100.219,98.8254,99.7074,36386384,0.7009458,1.0,-0.3000473083011996,-1.4203263886863777,-1.4195765294296507,-1.4223605451689278,-1.422828720248317,-1.4332429022114952,-0.0714778425754744,-0.523787626296299,-0.9715913925671594
QQQ,2015-05-13,100.139,100.666,99.7663,99.9121,22414825,0.30132067,1.0,0.08487178991355665,-1.4184018236109976,-1.4206235708917003,-1.4223002896160042,-1.4230124873812584,-1.4331925360963023,-0.07508254315801652,-0.43966241929627686,-0.9786481936537796
QQQ,2015-05-14,100.736,101.482,100.364,101.403,25836540,0.60607684,1.0,0.8397770401912629,-1.414983285221041,-1.4191186695072313,-1.4215672630438483,-1.4212787158232723,-1.4322266029252593,-0.06307771937826387,0.1159793495254812,-0.9710394385612475
QQQ,2015-05-15,101.689,101.796,101.147,101.403,25856516,0.17267005,1.0,-0.03555813142206603,-1.41358836438376,-1.4187014626182821,-1.420189898799793,-1.4198116783511305,-1.431332220359479,-0.054096320513071026,0.1159793495254812,-0.9853079209091506
QQQ,2015-05-18,101.236,102.05,101.157,101.845,19038541,0.53933907,0.0,0.22013285417468884,-1.4108279928677319,-1.4180657970040174,-1.41923762962938,-1.4180102370424772,-1.4302315485039654,-0.043104596101749944,0.2727186846914166,-0.9929046727877819
QQQ,2015-05-19,101.96,102.118,101.571,101.728,15361717,0.55165815,1.0,-0.10294730040498444,-1.4075198038491756,-1.4161568291050544,-1.4185077852777832,-1.4166342028206083,-1.429284550798522,-0.03633081825912237,0.21151432460511344,-1.0079743052408843
QQQ,2015-05-20,101.806,102.414,101.266,101.796,22840026,0.3323295,1.0,0.003653269436437642,-1.4044354243123751,-1.413644225254561,-1.4179767263922782,-1.4153836966468503,-1.428365771863542,-0.031063170140390887,0.2381305860568348,-1.0080446482923706
QQQ,2015-05-21,101.63,102.463,101.472,102.326,18127577,0.35668722,0.0,0.2698559861531586,-1.4029242600719873,-1.411171371036794,-1.417389462052743,-1.4136539606268632,-1.4271882494496548,-0.022351329592171405,0.4457565966513124,-1.0117470604709868
QQQ,2015-05-22,102.198,102.568,102.148,102.218,14638531,0.4810226,0.0,-0.09747111164122213,-1.4015899167828043,-1.4098023082732545,-1.4174183913305527,-1.4123271953207837,-1.4261645443658284,-0.017509038602403826,0.3787105203321753,-1.0284129156762785
QQQ,2015-05-26,102.01,102.148,100.618,101.041,27543979,0.5212217,1.0,-0.7110078657197495,-1.402906250530661,-1.4090779451314177,-1.4178271206984627,-1.4126960408470153,-1.4259424145453146,-0.026592267853425958,-0.2901667103713054,-1.0165522349178888
QQQ,2015-05-27,101.354,102.766,101.127,102.657,33043991,0.58924997,0.0,0.9026251128634696,-1.4013852629040948,-1.406655517100622,-1.4174832755679256,-1.4109603475022783,-1.4247403034963027,-0.018163939819601713,0.3575391392455711,-1.0026429704584772
QQQ,2015-05-28,102.472,102.707,102.138,102.444,18697894,0.741544,0.0,-0.15727057636745656,-1.4003243371968672,-1.4045761349704449,-1.4169637883935446,-1.4097615972663438,-1.4237585747872943,-0.014656093281856943,0.24421197088294352,-1.0165073537884732
QQQ,2015-05-29,102.385,102.511,101.6,101.835,32838954,0.009468504,1.0,-0.38427641372019183,-1.4011282176324367,-1.4042213448601575,-1.4160279675839433,-1.4095189942673216,-1.423225079774864,-0.019058362103816916,-0.07351959960307254,-1.021458583120691
QQQ,2015-06-01,102.385,102.453,101.344,102.178,26556356,0.5634245,0.0,0.16202096908091465,-1.4011937068736233,-1.4035848579724892,-1.4154977352492326,-1.4088790655875199,-1.4225196070549297,-0.019955475644131096,0.06815235487163832,-1.021469245323811
QQQ,2015-06-02,101.796,102.356,101.295,101.854,21008369,0.25715,1.0,-0.22156610614968275,-1.3998626380464996,-1.403577466511858,-1.4151741406131622,-1.408748159914032,-1.422066171916161,-0.02485890437816912,-0.10615773362221186,-1.0225911236115597
QQQ,2015-06-03,102.316,102.529,101.912,102.158,22164935,0.5123565,0.0,0.13952304092298476,-1.4006796163303061,-1.4032243189483777,-1.4140358148588936,-1.408252165112526,-1.421458876342714,-0.026477984280945208,0.029843068296249487,-1.0325750215033607
QQQ,2015-06-04,101.591,102.228,101.051,101.383,33910710,0.61567926,0.0,-0.4805717197396282,-1.402416718452789,-1.4035635048639996,-1.4129421228475314,-1.4088145563429038,-1.4213744352733353,-0.03644543487202825,-0.3886730430042094,-1.0302163506934654
QQQ,2015-06-05,101.266,101.501,100.491,101.137,24471981,0.79298055,0.0,-0.17789385731636587,-1.4035595057115002,-1.4045399989406935,-1.4121891350736868,-1.4096021567723427,-1.4214479341729613,-0.04747648776290998,-0.5144009438096477,-1.0318949120154999
QQQ,2015-06-08,101.09,101.167,99.8841,100.08,26533678,0.48858392,0.0,-0.6486264472542783,-1.4069944164117534,-1.4062958814772544,-1.4123837877858059,-1.4116080171311214,-1.4221677412472546,-0.0674379027594975,-1.007746313525245,-1.0271315197190527
QQQ,2015-06-09,99.8541,100.286,99.1685,99.922,29781869,0.3924497,1.0,-0.1281672481099355,-1.410157546761081,-1.4072148864157075,-1.4124817340549614,-1.4135055010130875,-1.42293165302635,-0.08505355826902826,-1.075867019798054,-1.0265400594526508
QQQ,2015-06-10,100.179,101.62,100.149,101.315,32745975,0.3944078,1.0,0.7822170949370154,-1.411537732519095,-1.4083170353231278,-1.4118173525262938,-1.4133458562447863,-1.4227800465955303,-0.08490496107798887,-0.34977976382606135,-1.012542866394735
QQQ,2015-06-11,101.659,101.931,101.285,101.462,19015657,0.48687682,0.0,0.04955323003077323,-1.4114083912677509,-1.4091235258053088,-1.4111768169880492,-1.413024493973317,-1.4225490291893086,-0.08347344552373494,-0.281502847066676,-1.0239163167875138
QQQ,2015-06-12,100.915,101.137,100.461,100.609,29399621,0.6259057,0.0,-0.5287200846530511,-1.412272849251418,-1.41013040699793,-1.4115049576534897,-1.4138334927040281,-1.4228610890979991,-0.09119215303032611,-0.6958877040845799,-1.0262533763446329
QQQ,2015-06-15,99.8641,100.268,99.2752,100.1,33764042,0.064724475,1.0,-0.3323314831432515,-1.4122401046308246,-1.4118370131302844,-1.4120434554961456,-1.4151630343262966,-1.4234638859097801,-0.102504044772501,-0.9214127238882445,-1.0207137912269904
QQQ,2015-06-16,100.001,100.825,99.962,100.658,17787112,0.37032273,1.0,0.29143909806693585,-1.4110351025929857,-1.4128192561208022,-1.4125340133927173,-1.4155809341032728,-1.4236779649601952,-0.10568383792606105,-0.6276211338999771,-1.0264765384127366
QQQ,2015-06-17,100.825,101.276,100.315,100.944,25179929,0.022908986,1.0,0.13111350049705503,-1.411642515304994,-1.4138162820325824,-1.4128580213041848,-1.4155721227244775,-1.4236998369883618,-0.10521391203753573,-0.4814921466686595,-1.0295573730554302
QQQ,2015-06-18,101.325,102.578,101.266,102.424,46510890,0.7381175,0.0,0.824494753472418,-1.410067499054449,-1.4129613364195979,-1.412598484354693,-1.4136892125859946,-1.422807511992451,-0.08978385525796415,0.17546832878531005,-1.016827294491403
QQQ,2015-06-19,102.472,102.529,101.845,101.921,30061842,0.48930368,1.0,-0.32363620501039697,-1.4079194519435185,-1.4123174580712987,-1.4127658608905915,-1.4127333819717618,-1.4222914379602931,-0.08291446547222521,-0.08691553709618254,-1.027014398649984
QQQ,2015-06-22,102.647,102.973,102.434,102.647,20619006,0.83043414,1.0,0.3822884912250201,-1.4037494245109423,-1.4102092492446605,-1.4125885657451585,-1.411004615827497,-1.421365935681241,-0.07036954835126978,0.20528241636084807,-1.0279486903705228
QQQ,2015-06-23,102.766,102.835,102.326,102.736,19548329,0.28492618,0.0,0.015303196779479881,-1.4003472584312824,-1.4078981858873718,-1.4118880639467684,-1.4094290330042634,-1.4204541111929334,-0.059979526664643026,0.24036517677825722,-1.0413954943664363
QQQ,2015-06-24,102.607,103.061,102.188,102.218,17055155,0.84165967,0.0,-0.3313260457313229,-1.3982614260994795,-1.4071565760040627,-1.4120694918461745,-1.4087522565631991,-1.4199292311651601,-0.057550618464838055,-0.05153372658466448,-1.0454493150275208
QQQ,2015-06-25,102.597,102.707,101.854,102.02,19762581,0.279617,0.0,-0.14918518952821938,-1.3989228674354675,-1.4066983054449416,-1.4122447206146211,-1.408430504954723,-1.4195653191266209,-0.05814223536881955,-0.16142375907018902,-1.0496769010993592
QQQ,2015-06-26,102.01,102.228,100.954,101.344,34843376,0.5110557,0.0,-0.4242498863975417,-1.3998675497395885,-1.406094669493411,-1.4124476388346858,-1.409014880042991,-1.4196451891885682,-0.06594008196434628,-0.5223293914351965,-1.0438495459185773
QQQ,2015-06-29,100.199,100.766,98.9134,98.953,54861200,0.8286581,1.0,-1.4195243390041608,-1.405915481163199,-1.4070366700871602,-1.4137804519909143,-1.4125392238162642,-1.4211934478856834,-0.09668343277629834,-1.4765866271218382,-1.0116444017732344
QQQ,2015-06-30,99.668,99.8841,99.0025,99.2852,37537448,0.60122246,1.0,0.16137310803838778,-1.4115652380003934,-1.4081641142154064,-1.4148420738314476,-1.4151003973841039,-1.4224221842415645,-0.11744303166192431,-1.3015521067573603,-1.0164773441712773
QQQ,2015-07-01,100.268,100.461,99.6093,100.06,22961306,0.7387673,1.0,0.42221368254626307,-1.415098382562427,-1.4088901199040504,-1.4157091256149414,-1.4162857185496325,-1.423082156764026,-0.12565648475892685,-0.9115534730805465,-1.015296306898295
QQQ,2015-07-02,100.364,100.442,99.7961,100.09,22105628,-0.31826863,0.0,-0.017970607231289796,-1.4182582384496953,-1.4108069720276863,-1.4162434907036248,-1.4172506666460871,-1.4236747442530968,-0.13149829653795983,-0.8966548132645444,-1.026475399589538
QQQ,2015-07-06,99.4722,100.442,99.2556,99.8641,26215887,0.25672075,1.0,-0.16795249408654267,-1.4206811766505079,-1.4124962492912283,-1.4167695489568228,-1.4183534214183744,-1.424362727667067,-0.13800999302971087,-0.9911084558735056,-1.0243346537653826
QQQ,2015-07-07,99.971,100.209,98.1291,100.109,47696395,0.42660365,0.0,0.10829633296592477,-1.4187885375802063,-1.4145806411891666,-1.4167575639703016,-1.4189761846022768,-1.4248487425382876,-0.14019885823556677,-0.8555254301478095,-1.0016478173436931
QQQ,2015-07-08,99.4036,99.5208,98.1878,98.3739,42801418,0.4592467,0.0,-1.0522640183838419,-1.420280546217547,-1.4181631179023255,-1.417397355612831,-1.42170185485871,-1.426368629371318,-0.159051254506852,-1.5272875398157593,-0.9842579454111454
QQQ,2015-07-09,99.678,99.7762,98.3157,98.3256,30604792,-0.0013333559,1.0,-0.06435937188882812,-1.4231201597154113,-1.421359842497887,-1.4186328010854605,-1.4240693969359,-1.4278057140640936,-0.17364174066870047,-1.5435832089513533,-0.9787828762053461
QQQ,2015-07-10,99.6293,100.189,99.2653,99.8251,28485608,-0.13589165,1.0,0.8590314098432045,-1.4235538622151716,-1.423162455491104,-1.4193092915832686,-1.4241725370356746,-1.428211747348124,-0.16903363632809962,-0.7494467082919107,-0.9643652207990814
QQQ,2015-07-13,100.686,101.679,100.676,101.6,27800748,0.4883616,1.0,1.0074269275870598,-1.4207117928707627,-1.4229522094998226,-1.4188997356645638,-1.4220106581188592,-1.4274932901105806,-0.14664412227871962,-0.037751668292145386,-0.9511974768358018
QQQ,2015-07-14,101.728,102.529,101.679,102.258,23699185,0.2873949,1.0,0.34434785519486494,-1.4171933833879962,-1.4202379009014436,-1.4180078873572333,-1.4193475590892015,-1.4264223251824073,-0.12190275480292255,0.1843493540294766,-0.9603967057524626
QQQ,2015-07-15,102.453,102.756,102.089,102.375,30870429,0.51986665,1.0,0.03155886592841342,-1.410642658315173,-1.4177003303394853,-1.4172982935001028,-1.4169459053324989,-1.4253585480881412,-0.10108594335194886,0.2237596937964784,-0.9750083916745315
QQQ,2015-07-16,103.216,103.824,103.012,103.804,32176925,-0.056146085,1.0,0.7832502238686647,-1.4016732518422146,-1.4146254827169948,-1.4161163258638818,-1.413102909556073,-1.4234924393290993,-0.07027872813634567,0.6672530607231612,-0.9704604161953964
