Ticker,Date,Open,High,Low,Close,Volume,Sentiment,pct_change,SMA5,SMA10,SMA20,EMA12,EMA26,MACD,RSI_14,ATR_14,sent_smooth,sent_z_20d,sent_high,sent_low,label_up_next
SPY,2015-01-02,172.834,173.274,171.016,172.069,144993270,0.56940377,-41.28973415348417,1.8324096148951496,2.1283925748819583,2.2799568521357734,1.9571922161162296,2.1932853706799658,-3.2878032865575757,-3.930281104492424,9.987154707910234,0.56940377,0.0,0,0,0.0
SPY,2015-01-05,171.006,171.148,168.662,168.957,202423620,0.71514034,-1.0964739017792626,1.1711434626275778,1.8038721384252776,2.116625042550479,1.5244988486081663,1.967277512199428,-6.51373467578584,-3.9341899307092767,9.254050455897508,0.6422720550000001,0.0,0,0,0.0
SPY,2015-01-06,169.254,169.791,166.556,167.378,249677041,0.3949943,-0.583771840978559,0.4955040591505092,1.481200388399746,1.9538474352729371,1.1563727844394744,1.7570373557018688,-8.98409568006136,-3.936301586834744,8.569326206661403,0.5598461366666667,0.0,0,0,1.0
SPY,2015-01-07,168.718,169.791,168.249,169.435,149593226,-0.297627,0.6853499087184491,-0.1772423570971277,1.154428020270824,1.790861950470564,0.8474881274893125,1.5636389026634976,-10.79746775537236,-3.8946011015618174,7.9144682147623024,0.27083588,0.0,0,0,1.0
SPY,2015-01-08,170.862,172.652,170.842,172.469,175671912,-0.24286178,1.014845951242168,-0.8442846604373853,0.8285705507133373,1.628634412746802,0.5899688684236943,1.38643704355268,-12.06553385906362,-3.829312612154831,7.325011419695108,-0.0484981599999999,0.0,0,0,0.0
SPY,2015-01-09,172.853,172.873,170.463,171.063,189297470,0.64871037,-0.5137676617849114,-0.8459317148532359,0.4971974089783273,1.465263755274163,0.3702862752680284,1.2214943000495502,-12.936932403273396,-3.8320756793870303,6.758963556832046,0.0360738633333333,0.0,0,0,0.0
SPY,2015-01-12,171.178,171.34,169.101,169.723,172362325,0.6887742,-0.4950656965704739,-0.8446775958845067,0.1661199256685569,1.300607811315983,0.1827029576244116,1.0679432855122268,-13.48695187583115,-3.8348866045111625,6.229386263722101,0.3648742633333333,0.0,0,0,0.0
SPY,2015-01-13,170.968,172.115,167.952,169.244,256119496,0.55215496,-0.201111783389029,-0.8416225227831375,-0.1712641161062523,1.1361175907921122,0.0233716236579076,0.9254710659278826,-13.77018088254313,-3.8359620161021377,5.782207691748504,0.6298798433333332,0.0,0,0,0.0
SPY,2015-01-14,167.225,168.439,166.316,168.24,230086639,0.6059197,-0.3835462238037919,-0.8435790138635962,-0.5097108856651169,0.9708983524674388,-0.1127194650757073,0.7929332716707045,-13.846481337620167,-3.83837598845089,5.33836018752886,0.6156162866666667,0.0,0,0,0.0
SPY,2015-01-15,168.881,169.178,166.576,166.697,210123239,0.85983354,-0.5735560779324094,-0.8530291113668668,-0.8490553070539446,0.8062853891505759,-0.2298287511213827,0.669261668751366,-13.765253707960987,-3.842330608519455,4.918663894788506,0.6726360666666666,0.0,0,0,1.0
SPY,2015-01-16,166.467,169.015,166.307,168.881,252905316,0.53591913,0.7329859840362072,-0.8566015494736124,-0.8516735266641208,0.6471747744731007,-0.3261536615546447,0.5560975928024476,-13.52374408910971,-3.771716046080816,4.531401526028295,0.6672241233333333,0.0,0,0,1.0
SPY,2015-01-20,169.503,169.791,167.647,169.225,156373917,0.847225,0.0839291285740511,-0.8574168905263895,-0.8514534253919982,0.4839826519720871,-0.4072234385801938,0.4515281534604627,-13.17806550229975,-3.759872052866519,4.158735017407529,0.7476592233333333,0.0,0,0,1.0
SPY,2015-01-21,168.775,170.593,168.307,170.125,146755433,0.2648704,0.2764184093720512,-0.8559744899892479,-0.8491973873527403,0.3227453221002086,-0.4746804632166678,0.3552595439104359,-12.749075099819692,-3.7267070073242494,3.815977145725572,0.5493381766666667,0.0,0,0,1.0
SPY,2015-01-22,170.842,172.729,169.454,172.604,207946945,0.7400695,0.8192179087920121,-0.8488296137757564,-0.8465947719372293,0.1596189103873625,-0.5286180980159022,0.2676505087389133,-12.243691134803544,-3.6300808880358986,3.520613352417695,0.6173883,0.0,0,0,0.0
SPY,2015-01-23,172.404,172.604,171.541,171.686,140269816,-0.6230216,-0.3475446133008323,-0.8406614681687195,-0.8472378290121251,-0.0046803769029644,-0.5754209237342554,0.1859649874240625,-11.718656360691009,-3.6344739107738095,3.1951033352656366,0.1273061,0.0,0,0,1.0
SPY,2015-01-26,171.446,172.192,170.748,172.088,109586325,0.77476084,0.1017939111736903,-0.8354108682565595,-0.8463960237735961,-0.1710080198431431,-0.6145139007731384,0.110578121076195,-11.170825416443648,-3.616671680230085,2.901670356384553,0.29726958,0.0,0,0,0.0
SPY,2015-01-27,170.019,170.968,168.977,169.809,159920277,-0.09624221,-0.812409060624318,-0.8344547253352306,-0.8463253942608997,-0.3375749492383469,-0.6504805199213111,0.0393702219858733,-10.638560092169287,-3.629300451147341,2.66781493384565,0.0184990099999999,0.0,0,0,0.0
SPY,2015-01-28,171.006,171.092,167.435,167.619,730952201,0.82313627,-0.7920902348362092,-0.8385576262955903,-0.8476599635414948,-0.5080225346140116,-0.6836889786146421,-0.0279133850434614,-10.12365338089798,-3.6419780558119537,2.4633122160622083,0.5005516333333333,0.0,0,0,1.0
SPY,2015-01-29,167.838,169.435,166.401,169.158,207079710,0.41022542,0.5030331589338192,-0.8441995244238423,-0.8469060345571343,-0.6779539390184733,-0.7098382245719406,-0.0892640645541373,-9.59040610663166,-3.560261696730065,2.2589842917474177,0.3790398266666666,0.0,0,0,0.0
SPY,2015-01-30,168.0,169.323,166.774,167.044,236036703,0.5900939,-0.7686466079744237,-0.8517995508635825,-0.8466210526861394,-0.8485730336840097,-0.7346433680650857,-0.1473737543614498,-9.08590426866784,-3.575204801165164,2.058015611456394,0.60781853,0.6770056774313283,0,0,1.0
SPY,2015-02-02,167.628,169.197,165.752,169.101,194432732,0.364403,0.6867913450190998,-0.8566899599492148,-0.8464403725373818,-0.8497996350631372,-0.7530257075205546,-0.1999106641681115,-8.5673831360864,-3.453902903475801,1.8921587534176636,0.4549074399999999,0.0793564882520887,0,0,1.0
SPY,2015-02-03,170.048,171.579,169.636,171.571,148138465,0.38814113,0.821271996964289,-0.8538051588749315,-0.8445136651329045,-0.8487193331746468,-0.7654500134950976,-0.2470329342164076,-8.03959987283688,-3.303052382560875,1.7157470969886728,0.4475460099999999,0.0908828301812321,0,0,0.0
SPY,2015-02-04,170.729,172.019,170.463,170.909,160259638,0.50863194,-0.261896436048244,-0.8484186687873086,-0.8438697867846053,-0.8472600577468505,-0.7768017734460828,-0.2910728589118536,-7.542330067412366,-3.3102323022486715,1.5305770354063095,0.4203920233333333,0.0066337444692049,0,0,1.0
SPY,2015-02-05,171.588,172.765,171.503,172.623,116818307,0.502114,0.5527296605778798,-0.8427456632694929,-0.84385418258994,-0.8459425357803212,-0.7842351298926609,-0.3307937042863231,-7.050543338801198,-3.194071966205329,1.365583267235149,0.4662956899999999,0.160522768558358,0,0,0.0
SPY,2015-02-06,172.988,173.57,171.647,172.182,150002311,0.5417961,-0.1854174940607866,-0.834333570239035,-0.8434468309818324,-0.8460611458193407,-0.7910837277500244,-0.3678441880624047,-6.590506517151219,-3.20000991691488,1.2139269037175684,0.5175140133333332,0.2931480988214111,0,0,0.0
QQQ,2015-02-09,94.8216,95.3607,94.659,94.8883,24482889,0.4175282,-0.2312445038563268,-1.4573134023239185,-1.465924847570936,-1.4714680769058257,-1.4667956138289648,-1.4795496634280492,-0.0428732705701879,-1.3674591020800526,-0.8856078883732937,0.4871460999999999,0.0424196691932084,0,0,1.0
SPY,2015-02-09,171.503,172.268,170.986,171.369,104077060,0.4175282,-0.312537071563016,-0.8306203302637375,-0.8440373265589078,-0.8459346835477728,-0.7979089278649384,-0.4026514922333942,-6.164359288321303,-3.211635445967066,1.0582536024517593,0.4871460999999999,0.0424196691932084,0,0,1.0
QQQ,2015-02-10,95.4283,96.5017,95.2843,96.3616,25655624,0.5331323,0.8752407204880525,-1.4551583151195604,-1.4636770222657125,-1.4703810386283596,-1.464714433145048,-1.4782584264405998,-0.0304746472468024,-0.8018122990762773,-0.8836371396082751,0.4974855333333332,0.0635473738844202,0,0,1.0
SPY,2015-02-10,172.46,173.475,171.417,173.207,114768433,0.5331323,0.5935962077394727,-0.8279418202991929,-0.8412466395340086,-0.8444948320636487,-0.8013549856340842,-0.4337471557565496,-5.742741505256881,-3.0637446145641154,0.9327887727163084,0.4974855333333332,0.0635473738844202,0,0,1.0
QQQ,2015-02-11,96.4822,96.947,96.2842,96.7254,21940092,0.3636222,0.1859056157340055,-1.452259761304628,-1.4607471293989296,-1.46913191374008,-1.4624924271488189,-1.4768385153761192,-0.0178676763996285,-0.672742193448777,-0.9038289497296744,0.4380942333333332,-0.2174442841054394,0,0,1.0
SPY,2015-02-11,173.034,173.773,172.421,173.322,108652115,0.3636222,0.0033890785850145,-0.8239911818245927,-0.8365629173141731,-0.8428094949935403,-0.8041251527972253,-0.4624685271069869,-5.346946768794157,-3.0540126686833804,0.7988184006249257,0.4380942333333332,-0.2174442841054394,0,0,1.0
QQQ,2015-02-12,97.3361,97.8645,97.2107,97.8254,24390165,0.810536,0.6315497973406836,-1.4489163718189333,-1.457646575918911,-1.4672180353752755,-1.4592183494505082,-1.4748455163135838,0.0022232254053171,-0.3010723883664113,-0.9115444259393308,0.5690968333333333,0.5427094226291518,0,0,1.0
SPY,2015-02-12,174.165,175.025,173.36,174.959,116321452,0.810536,0.5184790857530511,-0.8201666101392775,-0.8317987103008,-0.8400326975992145,-0.8043947358147329,-0.4880530054533132,-4.960462618892909,-2.908341699625211,0.6825486775417938,0.5690968333333333,0.5427094226291518,0,0,1.0
QQQ,2015-02-13,98.1194,98.7169,97.9233,98.6973,31445921,0.6278219,0.4872700597343717,-1.443200143401934,-1.453234859450296,-1.4644438416159526,-1.4553431053017414,-1.4724625280434638,0.0256359335788937,-0.0321957473006097,-0.9244447481894404,0.6006600333333333,0.7593183853789542,0,0,1.0
SPY,2015-02-13,175.103,175.774,174.805,175.716,111796316,0.6278219,0.2182488379423378,-0.8143806356804143,-0.8246766273461422,-0.8363053667911448,-0.8036635749625204,-0.5112755665166164,-4.59459982543665,-2.838176212590556,0.5575799427998235,0.6006600333333333,0.7593183853789542,0,0,1.0
QQQ,2015-02-17,98.6973,98.855,98.4427,98.7859,19144600,0.7115453,0.0171008435816081,-1.4368188717406822,-1.4494074790082303,-1.462078707844858,-1.4519517787388696,-1.4702014261317509,0.0434424711909849,-0.0050466673143166,-0.947524862594734,0.7166343999999999,1.3948422818300434,0,0,1.0
SPY,2015-02-17,175.39,176.182,175.131,176.003,91879063,0.7115453,0.0602526847893012,-0.8067937070889114,-0.8190081983155786,-0.8333620194117151,-0.802681214313984,-0.5326009719507206,-4.253828093073698,-2.8099661232353674,0.4434371747742569,0.7166343999999999,1.3948422818300434,0,0,1.0
QQQ,2015-02-18,98.6675,98.9827,98.541,98.9333,16391482,0.80011207,0.0519697616058739,-1.432608404701673,-1.446214368015644,-1.459956869300142,-1.4488954096078228,-1.4680169255267483,0.0572499622683924,0.0425727630676556,-0.968275311076428,0.7131597566666666,1.4066172720494317,0,0,1.0
SPY,2015-02-18,175.618,176.098,175.331,176.022,96032667,0.80011207,-0.0292255981243288,-0.8021849017403827,-0.815352710396854,-0.8305529865364017,-0.8018259092940148,-0.5523350022091185,-3.9393153020546,-2.8079644428312185,0.3308682603901484,0.7131597566666666,1.4066172720494317,0,0,0.0
QQQ,2015-02-19,98.865,99.4622,98.8354,99.3937,21471910,0.64086884,0.2374256032462241,-1.4282397811451977,-1.4425689817597818,-1.4578441228141663,-1.4457258327436069,-1.465710354380891,0.0709404679766422,0.1937383007486528,-0.9832555207744552,0.7175087366666665,1.3219198440873952,0,0,1.0
SPY,2015-02-19,175.4,176.26,175.236,175.877,109168553,0.64086884,-0.0838801427287456,-0.7980017764595692,-0.8112726241285488,-0.8281758264512459,-0.8012859335007073,-0.5706966603177724,-3.6506227504027065,-2.8122456196202603,0.2322936965255801,0.7175087366666665,1.3219198440873952,0,0,1.0
QQQ,2015-02-20,99.3347,100.109,99.0312,100.05,30696080,0.76381874,0.3517775428270739,-1.4245975969965878,-1.4390648545293114,-1.4561817225286064,-1.4422122204581065,-1.4631699618418794,0.086369540230328,0.4018740835382161,-0.9867177586310312,0.7349332166666667,1.3375120759309045,0,0,1.0
SPY,2015-02-20,175.467,176.999,174.776,176.909,168189354,0.76381874,0.3086448278404556,-0.7948091759517074,-0.8077526463213922,-0.8263966758659549,-0.79952128165243,-0.5870618582158568,-3.373516018705637,-2.688882243574592,0.1685364484997161,0.7349332166666667,1.3375120759309045,0,0,0.0
QQQ,2015-02-24,100.031,100.364,99.7273,100.239,21375995,0.76100796,0.0752543455827927,-1.4220734779181416,-1.4349313033624425,-1.4545246948232118,-1.4389996633187256,-1.460701207994766,0.0982469316758643,0.4612436489158841,-1.000151305252032,0.7218985133333332,1.1925663675798237,0,0,0.0
SPY,2015-02-24,176.816,177.601,176.529,177.389,86397138,0.76100796,0.1236023563341991,-0.7920700884390653,-0.8034762757096644,-0.8240397662752659,-0.7974198592369388,-0.6019188483545983,-3.114241160666817,-2.6288774810181725,0.0826689917264583,0.7218985133333332,1.1925663675798237,0,0,0.0
QQQ,2015-02-25,100.08,100.471,99.7663,99.981,21091793,0.6046214,-0.1865407426467788,-1.4201168231145798,-1.430748804300728,-1.452930402323124,-1.4366082830527347,-1.4585744091499209,0.1026741592308352,0.3275152590770872,-1.0110500111287084,0.7098160333333333,1.020175062992705,0,0,1.0
SPY,2015-02-25,177.266,177.763,176.9,177.246,87209413,0.6046214,-0.0828463880944497,-0.7900350102691822,-0.7986496519176297,-0.8219080917760948,-0.795822942018872,-0.6157634953626899,-2.8782084680621067,-2.6345353885546863,-0.0019068113845342,0.7098160333333333,1.020175062992705,0,0,0.0
